video_id,nepali_captions,english_captions
98shpdib9sg_55_62 ,एक केटाले लगातार आफ्नो काँध धेरै पटक हल्लाउँछ,a boy shrugs his shoulders many times in succession
98shpdib9sg_55_62 ,कुनै प्रकारको विषयमा क्यामेराको अगाडि केही बोलिरहेको केटा,a boy speaking something infront of a camera on some sort of topic
98shpdib9sg_55_62 ,एक केटा नाचिरहेको छ,a guy is dancing
98shpdib9sg_55_62 ,एक हाईस्कूल केटाले छोटो व्याख्या दिन्छ र त्यसपछि आफ्नो काँधलाई छेउबाट छेउमा घुमाउँछ,a high school boy gives a short explanation and then sways his shoulders from side to side
98shpdib9sg_55_62 ,एउटा बच्चा नाच्न थाल्छ,a kid starts dancing
98shpdib9sg_55_62 ,एक मानिस नाच्दै छ,a man dances
98shpdib9sg_55_62 ,एक जना मानिस छेउमा छेउमा नृत्य चाल देखाउँछन्,a man shows side to side dance moves
98shpdib9sg_55_62 ,खेलिरहेको केटा,a playing boy
98shpdib9sg_55_62 ,एक किशोर केटा आफ्नो काँध वरिपरि घुमिरहेको छ,a teenage boy is moving his shoulders around
98shpdib9sg_55_62 ,एक किशोर प्रोम को लागी तयार हुँदैछ,a teenager is getting ready for prom
98shpdib9sg_55_62 ,शर्ट लगाएको एक युवक बोल्दै र नाचिरहेको छ,a young man in a tshirt is talking and dancing
98shpdib9sg_55_62 ,एक युवक नाचिरहेको छ,a young man is dancing
98shpdib9sg_55_62 ,एक युवक नाचिरहेको छ,a young man is dancing
98shpdib9sg_55_62 ,एक युवक नाचिरहेको छ,a young man is dancing
98shpdib9sg_55_62 ,एउटा जवान मानिस कोठामा उभिएर आफ्नो काँधलाई छेउबाट अर्कोतिर हिर्काउँछ,a young man rocks his shoulders from side to side while standing in a room
98shpdib9sg_55_62 ,कोही कोठामा नाचिरहेका छन्,someone is dancing in a room
98shpdib9sg_55_62 ,केटा नाचिरहेको थियो,the boy was dancing
98shpdib9sg_55_62 ,एउटा केटा बोलिरहेको छ,a boy is speaking
98shpdib9sg_55_62 ,केटा केहि बोलिरहेको छ,a boy is speaking something
98shpdib9sg_55_62 ,एक क्षण मा प्रदर्शन,performance in a moment
98shpdib9sg_55_62 ,एक केटा नृत्य गर्दै,a boy performing dance
992zi9V3oiQ_15_17 ,एक मानिस सर्पमा हतियार हान्दै,a man swings a weapon at a snake
992zi9V3oiQ_15_17 ,एक बच्चा nunchucks संग खेल्दै छ,a kid is playing with nunchucks
992zi9V3oiQ_15_17 ,एकजना मानिसले घाँसमा रहेको हरियो सर्पलाई नन्चाकुले हिर्काउँछ र फ्याँक्छ,a man hits a green snake on grass with a nanchaku and flees away
992zi9V3oiQ_15_17 ,एक मानिस केही झगडा गर्दैछ,a man is doing some fights
992zi9V3oiQ_15_17 ,एउटा मान्छे नुनचकहरू लडिरहेको छ,a man is flailing nunchucks
992zi9V3oiQ_15_17 ,एक मानिस दौडिरहेको छ,a man is running
992zi9V3oiQ_15_17 ,एक मानिस नन्चक झुल्दै छ,a man is swinging nunchucks
992zi9V3oiQ_15_17 ,एक मानिस सर्प वरिपरि नन चक प्रयोग गर्दैछ,a man is using nun chucks around a snake
992zi9V3oiQ_15_17 ,एक मानिस nunchucks संग खेल्छ,a man plays with nunchucks
992zi9V3oiQ_15_17 ,एकजना मानिस वरिपरि घुम्छ,a man spins nunchucks around
992zi9V3oiQ_15_17 ,एक मानिस एक nunchuck प्रयोग गर्दछ,a man uses a nunchuck
992zi9V3oiQ_15_17 ,एक जना मानिसले केही नन्चकहरूले जमिनलाई हल्लाउछन्,a man whacks the ground with some nunchucks
992zi9V3oiQ_15_17 ,एक व्यक्तिले हावामा नम्चुकहरू हान्छन्,a person slings numbchuks in the air
992zi9V3oiQ_15_17 ,घाँसमा सर्प छ,a snake is in the grass
992zi9V3oiQ_15_17 ,एक युवा एसियाली मानिस नन्चक घुमिरहेको छ,a young asian man is spinning a nunchuck
992zi9V3oiQ_15_17 ,एक जवान मानिस नन्चुक झुल्दै छ,a young man is swinging a nunchuk
992zi9V3oiQ_15_17 ,केटाले हतियारको लाठी हान्यो,the boy swung weapon sticks
992zi9V3oiQ_15_17 ,मानिस नानचकसँग खेलिरहेको छ,the man is playing with nanchucks
992zi9V3oiQ_15_17 ,मानिसले आफ्नो नुम्चुकहरू तल बाटोमा ल्यायो,the man swung his numchuks down a path
992zi9V3oiQ_15_17 ,एउटा केटा जंगलमा बसिरहेको छ,a boy is sitting in the forest
992zi9V3oiQ_15_17 ,एउटा केटा जंगलमा बसिरहेको छ,a boy is sitting in the forest
992zi9V3oiQ_15_17 ,एक केटा कसैलाई फ्याँक्दै,a boy throwing someone
992zi9V3oiQ_15_17 ,एउटा बच्चा केही नन चकहरूसँग खेलिरहेको छ,a kid is playing with some nun chucks
992zi9V3oiQ_15_17 ,सर्पसँग लडिरहेको मान्छे,a man fighting with snake
992zi9V3oiQ_15_17 ,एउटा मानिसले सर्प मार्दै छ,a man is killing a snake
992zi9V3oiQ_15_17 ,मानिस जंगली जनावर जस्तै हो,a man is like a wild animal
992zi9V3oiQ_15_17 ,एक व्यक्ति सर्प मार्दै,a person killing the snake
992zi9V3oiQ_15_17 ,एशियन म्यान बनाम वाइल्ड अष्ट्रेलियन आउटब्याक,asian man vs wild australian outback
992zi9V3oiQ_15_17 ,उनी क्यारेटम्यान हुन्,he is carateman
992zi9V3oiQ_15_17 ,एक एसियाली मानिस vswild with mychoony,one asian man vswild with mychoony
992zi9V3oiQ_15_17 ,एक केटा nunchucks संग खेल्दै छ,a guy is playing with nun chucks
992zi9V3oiQ_15_17 ,एक मानिसले लाठीले माटोलाई कुट्दै,a man beating earth with sticks
992zi9V3oiQ_15_17 ,एक मानिस नन्चुक मार्फत केही प्रकारको मार्शल आर्ट चालहरू गर्दै,a man doing some sort of martial art tricks through a nonchuk
992zi9V3oiQ_15_17 ,एक जना मानिसले सर्पलाई ननचकले आक्रमण गर्दैछ,a man is attacking a snake with nunchucks
992zi9V3oiQ_15_17 ,एउटा मानिसले घाँसमा रहेको सर्पलाई कुटिरहेको छ,a man is beating a snake which is in grass
992zi9V3oiQ_15_17 ,एउटा मानिसले सर्पलाई कुटिरहेको छ,a man is beating asnake
992zi9V3oiQ_15_17 ,मानिसले जनावरलाई टोकिरहेको छ,a man is biting animal
992zi9V3oiQ_15_17 ,एक मानिस दौडिरहेको छ,a man is running
992zi9V3oiQ_15_17 ,एक जना मानिसले केही नन्चकहरू प्रयोग गर्दैछ,a man is using some nunchucks
992zi9V3oiQ_15_17 ,एक मानिसले सर्पलाई आक्रमण गर्न नन्चकहरू प्रयोग गर्दछ,a man uses nunchucks to attack a snake
992zi9V3oiQ_15_17 ,एक जवान मानिस बाहिर nunchucks प्रयोग गर्दैछ,a young man is using nunchucks outdoors
992zi9V3oiQ_15_17 ,मान्छे जंगलमा खेलिरहेको छ,the person is playing in the forest
992zi9V3oiQ_15_17 ,एक जवान मानिस झरेको रूखको छेउमा बसिरहेको छ,a young man sitting near a fallen tree
992zi9V3oiQ_15_17 ,मानिस सर्पलाई हान्दै,man hitting to the snake
